Station Number,Sample ID,Sample Date,Statutory Class,Attained Class,Report,Final Determination
S-755,SA-755-2016 (1631),7/7/2016,--,--,,
S-755,SA-755-2016R (1631),7/7/2016,--,--,,
S-755,1404,8/24/2004,A,No,Report,B
S-755,1317,8/8/2005,A,No,,B
S-755,1545,8/8/2006,A,Yes,View,A
S-755,1649,8/13/2007,A,Indeterminate,View,I
S-755,2467,8/3/2016,A,No,View,B
S-755,2553,8/2/2017,A,Yes,View,A
S-756,SA-756-2006,6/22/2006,--,--,Report,
S-756,SA-756-2006R (533),6/22/2006,A,No,,B
S-756,SA-756-2012,7/3/2012,--,--,,
S-756,SA-756-2012R (1145),7/3/2012,A,No,,B
S-756,SA-756-2016,7/7/2016,--,--,,
S-756,SA-756-2016 (1632),7/7/2016,--,--,,
S-756,SA-756-2016R (1632),7/7/2016,--,--,,
S-756,1403,8/24/2004,A,Indeterminate,Report,I
S-756,1318,8/8/2005,A,No,,B
S-756,1544,8/8/2006,A,No,View,B
S-756,1650,8/13/2007,A,No,View,B
S-756,2125,8/22/2012,A,Yes,View,A
S-756,2466,8/3/2016,A,No,View,B
S-756,2552,8/2/2017,A,No,View,B
S-757,1405,8/25/2004,B,No,Report,C
S-758,1407,8/25/2004,B,Yes,Report,A
S-758,2361,8/11/2015,B,Yes,View,B
S-759,SA-759-2015,6/25/2015,--,--,Report,
S-759,SA-759-2015R (1507),6/25/2015,B,No,,C
S-759,1406,8/25/2004,B,Yes,Report,B
S-759,2360,8/11/2015,B,Yes,View,B
S-760,1415,9/30/2004,A,Yes,Report,A
S-761,1416,9/30/2004,A,Yes,Report,A
S-762,1414,9/27/2001,C,Indeterminate,Report,I
S-762,2624,8/2/2017,C,Yes,View,B
S-763,1413,8/15/2001,B,Yes,Report,A
S-764,1424,10/20/2004,B,Yes,Report,A
S-765,SA-765-2017,7/19/2017,--,--,Report,
S-765,SA-765-2017 (1691),7/19/2017,--,--,,
S-765,SA-765-2017R (1691),7/19/2017,--,--,,
S-765,1426,10/21/2004,A,Yes,Report,A
S-766,SA-766-2006,6/28/2006,--,--,Report,
S-766,SA-766-2006R (572),6/28/2006,A,Yes,,A
S-766,1425,10/20/2004,A,Yes,Report,A
S-767,1423,10/19/2004,B,Yes,Report,A
S-767,2114,8/16/2012,B,Yes,View,A
S-768,SA-768-2007,7/2/2007,--,--,Report,
S-768,SA-768-2007R (691),7/2/2007,A,Yes,,A
S-768,SA-768-2012,7/26/2012,--,--,,
S-768,SA-768-2012 (1168),7/26/2012,--,--,,
S-768,SA-768-2012R (1168),7/26/2012,A,Yes,,A
S-768,SA-768-2017,7/20/2017,--,--,,
S-768,SA-768-2017 (1694),7/20/2017,--,--,,
S-768,SA-768-2017R (1694),7/20/2017,--,--,,
S-768,1422,10/19/2004,A,Yes,Report,A
S-768,1668,8/21/2007,A,Yes,View,A
S-768,2118,8/20/2012,A,Yes,View,A
S-768,2557,8/7/2017,A,Yes,View,A
S-769,SA-769-2007,6/27/2007,--,--,Report,
S-769,SA-769-2007R (688),6/27/2007,A,Yes,,A
S-769,SA-769-2012,7/24/2012,--,--,,
S-769,SA-769-2012 (1165),7/24/2012,--,--,,
S-769,SA-769-2012R (1165),7/24/2012,A,No,,B
S-769,SA-769-2017,7/24/2017,--,--,,
S-769,SA-769-2017 (1696),7/24/2017,--,--,,
S-769,SA-769-2017R (1696),7/24/2017,--,--,,
S-769,1421,10/18/2004,A,Yes,Report,A
S-769,1665,8/20/2007,A,Yes,View,A
S-769,2120,8/21/2012,A,Yes,View,A
S-769,2578,8/21/2017,A,Indeterminate,View,I
S-770,1418,8/19/2004,A,Yes,Report,A
S-770,1523,9/8/2005,A,Yes,,A
S-770,1598,9/21/2006,A,Yes,,A
S-770,1684,8/28/2007,A,Yes,View,A
S-770,1812,9/18/2008,A,Yes,,A
S-770,1899,9/10/2009,A,Yes,View,A
S-770,2010,9/14/2010,A,Yes,View,A
S-770,2079,9/11/2011,A,Yes,View,A
S-770,2171,9/14/2012,A,Yes,View,A
S-770,2246,9/12/2013,A,Yes,View,A
S-771,1419,8/19/2004,A,Yes,Report,A
S-771,1599,9/21/2006,A,Yes,,A
S-771,1685,8/28/2007,A,Yes,View,A
S-771,1813,9/18/2008,A,Yes,,A
S-771,1900,9/10/2009,A,Yes,View,A
S-771,2011,9/14/2010,A,Yes,View,A
S-771,2080,9/11/2011,A,Yes,View,A
S-771,2172,9/14/2012,A,Yes,View,A
S-771,2247,9/12/2013,A,Yes,View,A
S-772,1420,8/19/2004,A,Yes,Report,A
S-772,1524,9/8/2005,A,Yes,,A
S-772,1600,9/21/2006,A,Yes,,A
S-772,1686,8/28/2007,A,Yes,View,A
S-772,1814,9/18/2008,A,Yes,,A
S-772,1901,9/10/2009,A,Yes,View,A
S-772,2012,9/14/2010,A,Yes,View,A
S-772,2081,9/11/2011,A,Yes,View,A
S-772,2173,9/14/2012,A,Yes,View,A
S-772,2248,9/12/2013,A,Yes,View,A
S-773,1430,9/2/2004,AA,Yes,Report,A
S-774,1491,9/8/2004,A,Yes,Report,A
S-775,1492,9/8/2004,A,Yes,Report,A
S-776,1493,9/8/2004,A,Indeterminate,Report,I
S-777,1494,9/8/2004,A,Yes,Report,A
S-778,1495,9/8/2004,A,Indeterminate,Report,I
S-779,SA-779-2002,7/11/2002,--,--,Report,
S-779,SA-779-2002E (525),7/11/2002,--,--,,
S-780,SA-780-2004,7/28/2004,--,--,Report,
S-780,SA-780-2004R (298),7/28/2004,A,Yes,,A
S-780,SA-780-2009,6/18/2009,--,--,,
S-780,1823,8/24/2004,A,Yes,Report,A
S-781,1310,8/19/2004,C,Yes,Report,B
S-781,2230,8/15/2013,B,Yes,View,B
S-782,1311,8/18/2004,C,Yes,Report,B
S-783,1312,8/19/2004,C,Yes,Report,C
S-784,1313,10/5/2004,C,Yes,Report,B
S-785,833,9/14/1999,B,Yes,Report,B
S-785,873,6/21/2000,B,Yes,,B
S-785,921,9/8/2000,B,Yes,,A
S-785,1059,8/28/2001,B,Yes,,A
S-785,1185,9/4/2002,B,Yes,,B
S-785,1680,8/24/2007,B,Yes,View,B
S-785,1753,8/28/2008,B,Yes,View,A
S-786,SA-786-2005,7/7/2005,--,--,Report,
S-786,SA-786-2005R (411),7/7/2005,B,No,,NA
S-786,SA-786-2005VB2,8/11/2005,--,--,,
S-786,SA-786-2010,7/19/2010,--,--,,
S-786,SA-786-2010R (974),7/19/2010,B,No,,NA
S-786,SA-786-2010R (975),7/19/2010,B,No,,C
S-786,SA-786-2015,6/29/2015,--,--,,
S-786,SA-786-2015R (1508),6/29/2015,B,No,,C
S-786,1327,8/15/2005,B,Yes,Report,B
S-787,SA-787-2005,7/6/2005,--,--,Report,
S-787,SA-787-2005R (405),7/6/2005,B,No,,NA
S-787,SA-787-2010,7/8/2010,--,--,,
S-787,SA-787-2010R (971),7/8/2010,B,No,,C
S-788,SA-788-2005,7/6/2005,--,--,Report,
S-788,SA-788-2005C (407),7/6/2005,--,--,,
S-788,SA-788-2005L (404),7/6/2005,--,--,,
S-788,SA-788-2005P (409),7/6/2005,--,--,,
S-788,1323,8/9/2005,B,Yes,Report,B
S-789,SA-789-2005,7/6/2005,--,--,Report,
S-789,SA-789-2005C (403),7/6/2005,--,--,,
S-789,SA-789-2005L (408),7/6/2005,--,--,,
S-789,SA-789-2005P (406),7/6/2005,--,--,,
S-789,SA-789-2010,6/29/2010,--,--,,
S-789,SA-789-2010C (942),6/29/2010,--,--,,
S-789,SA-789-2010L (941),6/29/2010,--,--,,
S-790,SA-790-2005,7/5/2005,--,--,Report,
S-790,SA-790-2005C (399),7/5/2005,--,--,,
S-790,SA-790-2005P (400),7/5/2005,--,--,,
S-790,SA-790-2005R (401),7/5/2005,B,Yes,,B
S-790,SA-790-2009,7/28/2009,--,--,,
S-790,SA-790-2009R (918),7/28/2009,B,Yes,,B
S-790,SA-790-2017,6/20/2017,--,--,,
S-790,SA-790-2017 (1658),6/20/2017,--,--,,
S-790,SA-790-2017R (1658),6/20/2017,--,--,,
S-791,1316,8/10/2005,B,Indeterminate,Report,I
S-791,1873,8/26/2009,B,Yes,View,A
S-791,2577,8/17/2017,B,Indeterminate,View,I
S-792,SA-792-2005,7/7/2005,--,--,Report,
S-792,SA-792-2005R (412),7/7/2005,B,Yes,,B
S-792,SA-792-2005VB2,8/11/2005,--,--,,
S-792,SA-792-2010,7/19/2010,--,--,,
S-792,SA-792-2010R (978),7/19/2010,B,Yes,,B
S-792,1972,8/31/2010,B,Yes,View,A
S-793,SA-793-2005,7/13/2005,--,--,Report,
S-793,SA-793-2005P (421),7/13/2005,--,--,,
S-793,SA-793-2005R (422),7/13/2005,C,Yes,,C
S-793,SA-793-2010,6/23/2010,--,--,,
S-793,SA-793-2010R (934),6/23/2010,C,Yes,,A
S-794,900,8/24/2000,B,Yes,Report,A
S-794,1354,8/23/2005,B,Yes,,A
S-795,1321,8/9/2005,C,No,Report,NA
S-795,1927,8/13/2010,C,No,View,NA
S-796,1348,8/22/2005,B,No,Report,C
S-796,1971,8/30/2010,B,Indeterminate,View,I
S-797,SA-797-2010,7/19/2010,--,--,Report,
S-797,SA-797-2010R (973),7/19/2010,B,Yes,,A
S-797,SA-797-2015,6/29/2015,--,--,,
S-797,SA-797-2015R (1510),6/29/2015,B,Yes,,A
S-797,1330,8/15/2005,B,No,Report,C
S-797,1957,8/24/2010,B,No,View,C
S-797,2390,8/24/2015,B,Yes,View,B
S-798,1331,8/15/2005,B,Yes,Report,A
S-799,SA-799-2005,7/12/2005,--,--,Report,
S-799,SA-799-2005P (413),7/12/2005,--,--,,
S-799,SA-799-2005R (414),7/12/2005,B,No,,C
S-799,SA-799-2005VB2,8/11/2005,--,--,,
S-799,SA-799-2010,7/26/2010,--,--,,
S-799,SA-799-2010R (987),7/26/2010,B,Yes,,B
S-799,SA-799-2015,7/8/2015,--,--,,
S-799,SA-799-2015R (1522),7/8/2015,B,No,,C
S-799,2358,8/11/2015,B,No,View,C
S-801,SA-801-2005,7/12/2005,--,--,Report,
S-801,SA-801-2005C (419),7/12/2005,--,--,,
S-801,SA-801-2005P (418),7/12/2005,--,--,,
S-802,1502,9/1/2005,C,Yes,Report,B
S-803,1513,9/24/2005,AA,Yes,Report,A
S-804,1514,9/25/2005,A,Yes,Report,A
S-805,1525,9/9/2005,A,Yes,Report,A
S-805,1602,9/20/2006,A,Yes,,A
S-805,1687,8/27/2007,A,Yes,View,A
S-805,1815,9/17/2008,A,Yes,,A
S-805,1898,9/10/2009,A,Yes,View,A
S-806,1526,9/9/2005,A,Yes,Report,A
S-806,1601,9/20/2006,A,Yes,,A
S-806,1688,8/27/2007,A,Yes,View,A
S-806,1816,9/17/2008,A,Yes,,A
S-806,1894,9/10/2009,A,Yes,View,A
S-807,1527,9/21/2005,A,Indeterminate,Report,I
S-807,1603,9/22/2006,A,Yes,,A
S-807,1689,9/21/2007,A,Yes,View,A
S-807,1817,9/18/2008,A,Yes,,A
S-807,1895,9/10/2009,A,Yes,View,A
S-807,2013,9/13/2010,A,Yes,View,A
S-807,2082,9/30/2011,A,Indeterminate,View,I
S-808,1528,9/21/2005,A,Yes,Report,A
S-808,1604,9/20/2006,A,Yes,,A
S-808,1690,8/27/2007,A,No,View,B
S-808,1691,9/21/2007,A,Yes,View,A
S-808,1818,9/18/2008,A,No,,B
S-808,1896,9/10/2009,A,Yes,View,A
S-808,2014,9/13/2010,A,No,View,B
S-808,2083,9/30/2011,A,Yes,View,A
S-808,2174,9/14/2012,A,Yes,View,A
S-809,1529,9/21/2005,A,Yes,Report,A
S-809,1605,9/22/2006,A,Yes,,A
S-809,1692,8/27/2007,A,Yes,View,A
S-809,1693,9/21/2007,A,Yes,View,A
S-809,1819,9/18/2008,A,No,,B
S-809,1897,9/10/2009,A,No,View,B
S-809,2015,9/13/2010,A,Yes,View,A
S-809,2084,9/30/2011,A,Yes,View,A
S-810,1522,9/7/2005,B,Yes,Report,A
S-811,1512,9/7/2005,AA,Yes,View,A
S-811,2302,9/3/2014,AA,Yes,View,A
S-811,2515,9/8/2016,AA,Indeterminate,View,I
S-812,SA-812-2006,7/17/2006,--,--,Report,
S-812,SA-812-2006R (565),7/17/2006,AA,Yes,,A
S-812,1590,8/24/2006,AA,Yes,Report,A
S-812,1627,6/20/2007,--,--,,
S-813,SA-813-2016,7/25/2016,--,--,Report,
S-813,SA-813-2016R (1650),7/25/2016,--,--,,
S-813,1546,8/8/2006,AA,Yes,View,A
S-813,2038,8/15/2011,AA,Yes,View,A
S-813,2496,8/18/2016,AA,No,View,B
S-813,2558,8/8/2017,AA,Yes,View,A
S-814,1547,8/8/2006,B,No,View,NA
S-814,2028,8/10/2011,B,No,View,NA
S-815,SA-815-2006,7/12/2006,--,--,Report,
S-815,SA-815-2006R (564),7/12/2006,B,Yes,,B
S-815,SA-815-2011,6/30/2011,--,--,,
S-815,SA-815-2011R (1072),6/30/2011,B,Yes,,B
S-815,SA-815-2016,7/13/2016,--,--,,
S-815,SA-815-2016R (1639),7/13/2016,--,--,,
S-815,1548,8/8/2006,B,No,View,NA
S-815,2029,8/10/2011,B,No,View,C
S-815,2482,8/15/2016,B,Indeterminate,View,I
S-816,1562,8/14/2006,B,No,View,C
S-816,2596,8/24/2017,B,No,View,NA
S-817,1568,8/15/2006,B,Yes,View,A
S-818,SA-818-2016,6/30/2016,--,--,Report,
S-818,SA-818-2016 (1622),6/30/2016,--,--,,
S-818,SA-818-2016R (1622),6/30/2016,--,--,,
S-818,1570,8/16/2006,A,Yes,View,A
S-818,2053,8/23/2011,A,Yes,View,A
S-818,2492,8/17/2016,A,Yes,View,A
S-819,1572,8/16/2006,A,No,View,C
S-820,SA-820-2006,7/10/2006,--,--,Report,
S-820,SA-820-2006R (568),7/10/2006,AA,Yes,,A
S-820,1580,8/22/2006,AA,No,Report,C
S-821,SA-821-2006,7/10/2006,--,--,Report,
S-821,SA-821-2006R (570),7/10/2006,AA,Yes,,A
S-821,1581,8/22/2006,AA,Yes,Report,A
S-822,SA-822-2006,7/12/2006,--,--,Report,
S-822,SA-822-2006R (567),7/12/2006,B,Yes,,A
S-822,1583,8/22/2006,B,Yes,Report,A
S-823,SA-823-2006,7/17/2006,--,--,Report,
S-823,SA-823-2006R (566),7/17/2006,AA,Yes,,A
S-823,1589,8/24/2006,AA,Yes,Report,A
S-823,2064,9/21/2011,AA,Yes,View,A
S-824,SA-824-2013,6/27/2013,--,--,Report,
S-824,SA-824-2013R (1338),6/27/2013,B,No,,C
S-824,SA-824-2013R (1339),6/27/2013,B,No,,C
S-824,SA-824-2018,6/26/2018,--,--,,
S-824,SA-824-2018R (1736),6/26/2018,--,--,,
S-824,1591,8/14/2006,B,Indeterminate,Report,I
S-824,1592,9/14/2006,B,No,,NA
S-825,SA-825-2006,7/10/2006,--,--,Report,
S-825,SA-825-2006R (569),7/10/2006,AA,Yes,,A
S-825,SA-825-2011,6/29/2011,--,--,,
S-825,SA-825-2011R (1068),6/29/2011,AA,Yes,,A
S-826,SA-826-2006,7/19/2006,--,--,Report,
S-826,SA-826-2006R (561),7/19/2006,AA,Yes,,A
S-827,SA-827-2006,6/28/2006,--,--,Report,
S-827,SA-827-2006R (573),6/28/2006,B,Yes,,A
S-827,1569,8/15/2006,B,Yes,View,A
S-827,2490,8/17/2016,B,Yes,View,B
S-828,SA-828-2006,7/18/2006,--,--,Report,
S-828,SA-828-2006R (562),7/18/2006,C,Yes,,C
S-829,SA-829-2011,7/5/2011,--,--,Report,
S-829,SA-829-2011R (1075),7/5/2011,C,Yes,,C
S-829,SA-829-2016,7/12/2016,--,--,,
S-829,SA-829-2016R (1638),7/12/2016,--,--,,
S-829,1550,8/9/2006,C,Yes,View,B
S-829,2027,8/9/2011,C,Yes,View,B
S-829,2473,8/8/2016,C,Yes,View,C
S-830,1606,9/21/2006,B,Yes,Report,A
S-831,1607,9/21/2006,B,Yes,Report,A
S-832,1608,7/28/1997,A,Yes,Report,A
S-833,1609,7/28/1997,A,Yes,Report,A
S-834,SA-834-2007,7/19/2007,--,--,Report,
S-834,SA-834-2007R (714),7/19/2007,A,Yes,,A
S-834,SA-834-2012,6/19/2012,--,--,,
S-834,SA-834-2012 (1132),6/19/2012,--,--,,
S-834,SA-834-2012R (1132),6/19/2012,A,No,,B
S-834,SA-834-2017,7/17/2017,--,--,,
S-834,SA-834-2017 (1686),7/17/2017,--,--,,
S-834,SA-834-2017R (1686),7/17/2017,--,--,,
S-834,1670,8/22/2007,A,Yes,View,A
S-834,2127,8/23/2012,A,Yes,View,A
S-835,SA-835-2007,7/19/2007,--,--,Report,
S-835,SA-835-2007R (715),7/19/2007,A,Yes,,A
S-835,SA-835-2012,6/19/2012,--,--,,
S-835,SA-835-2012 (1133),6/19/2012,--,--,,
S-835,SA-835-2012R (1133),6/19/2012,A,Yes,,A
S-835,1671,8/22/2007,A,No,View,B
S-835,2128,8/23/2012,A,No,View,B
S-836,SA-836-2007,7/24/2007,--,--,Report,
S-836,SA-836-2007R (724),7/24/2007,AA,Yes,,A
S-836,SA-836-2012,7/16/2012,--,--,,
S-836,SA-836-2012 (1153),7/16/2012,--,--,,
S-836,SA-836-2012R (1153),7/16/2012,AA,Yes,,A
S-836,SA-836-2017,7/12/2017,--,--,,
S-836,SA-836-2017 (1683),7/12/2017,--,--,,
S-836,SA-836-2017R (1683),7/12/2017,--,--,,
S-836,1664,8/20/2007,AA,Yes,View,A
S-836,2116,8/20/2012,AA,Yes,View,A
S-836,2564,8/10/2017,AA,Yes,View,A
S-837,SA-837-2007,6/26/2007,--,--,Report,
S-837,SA-837-2007R (687),6/26/2007,B,No,,C
S-837,SA-837-2012,6/14/2012,--,--,,
S-837,SA-837-2012 (1131),6/14/2012,--,--,,
S-837,SA-837-2012R (1131),6/14/2012,B,No,,NA
S-837,SA-837-2017,6/26/2017,--,--,,
S-837,SA-837-2017 (1663),6/26/2017,--,--,,
S-837,SA-837-2017R (1663),6/26/2017,--,--,,
S-837,1641,8/9/2007,B,Indeterminate,View,I
S-838,SA-838-2007,7/9/2007,--,--,Report,
S-838,SA-838-2007R (700),7/9/2007,B,No,,NA
S-838,SA-838-2008,7/1/2008,--,--,,
S-838,SA-838-2008R (775),7/1/2008,--,--,,
S-838,SA-838-2017,7/10/2017,--,--,,
S-838,SA-838-2017 (1676),7/10/2017,--,--,,
S-838,SA-838-2017R (1676),7/10/2017,--,--,,
S-839,SA-839-2012,7/3/2012,--,--,Report,
S-839,SA-839-2012 (1146),7/3/2012,--,--,,
S-839,SA-839-2012R (1146),7/3/2012,B,Yes,,A
S-839,1645,8/13/2007,B,No,View,C
S-839,2124,8/22/2012,B,No,View,C
S-839,2468,8/3/2016,B,Yes,View,B
S-840,SA-840-2012,7/24/2012,--,--,Report,
S-840,SA-840-2012 (1164),7/24/2012,--,--,,
S-840,SA-840-2012R (1164),7/24/2012,A,Yes,,A
S-840,1666,8/20/2007,A,Yes,View,A
S-840,2121,8/21/2012,A,Yes,View,A
S-840,2579,8/21/2017,A,Yes,View,A
S-841,SA-841-2007,7/19/2007,--,--,Report,
S-841,SA-841-2007R (716),7/19/2007,A,Yes,,A
S-841,SA-841-2012,6/19/2012,--,--,,
S-841,SA-841-2012 (1136),6/19/2012,--,--,,
S-841,SA-841-2012R (1136),6/19/2012,A,Yes,,A
S-841,SA-841-2017,7/17/2017,--,--,,
S-841,SA-841-2017 (1688),7/17/2017,--,--,,
S-841,SA-841-2017R (1688),7/17/2017,--,--,,
S-841,2130,8/23/2012,A,Yes,View,A
S-841,2584,8/23/2017,A,Yes,View,A
S-842,SA-842-2007,6/27/2007,--,--,Report,
S-842,SA-842-2007R (689),6/27/2007,A,Yes,,A
S-842,SA-842-2017R (1697),7/24/2017,--,--,,
S-843,1672,8/22/2007,A,Yes,View,A
S-844,SA-844-2012,6/19/2012,--,--,Report,
S-844,SA-844-2012 (1135),6/19/2012,--,--,,
S-844,SA-844-2012R (1135),6/19/2012,A,Yes,,A
S-844,SA-844-2017,7/17/2017,--,--,,
S-844,SA-844-2017 (1687),7/17/2017,--,--,,
S-844,SA-844-2017R (1687),7/17/2017,--,--,,
S-844,1673,8/22/2007,A,Yes,View,A
S-844,2129,8/23/2012,A,Yes,View,A
S-844,2585,8/23/2017,A,Yes,View,A
S-845,SA-845-2007,7/19/2007,--,--,Report,
S-845,SA-845-2007R (717),7/19/2007,A,Yes,,A
S-846,1674,8/23/2007,A,Yes,View,A
S-847,SA-847-2007,7/10/2007,--,--,Report,
S-847,SA-847-2007R (705),7/10/2007,A,No,,B
S-847,SA-847-2012,7/19/2012,--,--,,
S-847,SA-847-2012 (1156),7/19/2012,--,--,,
S-847,SA-847-2012R (1156),7/19/2012,A,Yes,,A
S-847,SA-847-2017,6/27/2017,--,--,,
S-847,SA-847-2017 (1668),6/27/2017,--,--,,
S-847,SA-847-2017R (1668),6/27/2017,--,--,,
S-847,1675,8/23/2007,A,No,View,B
S-848,SA-848-2007,7/27/2007,--,--,Report,
S-848,SA-848-2007R (728),7/27/2007,B,Yes,,B
S-848,1679,8/24/2007,B,Yes,View,B
S-849,SA-849-2007,7/16/2007,--,--,Report,
S-849,SA-849-2007R (709),7/16/2007,AA,Yes,,A
S-850,SA-850-2007,7/10/2007,--,--,Report,
S-850,SA-850-2007R (702),7/10/2007,B,Yes,,B
S-850,SA-850-2012,7/19/2012,--,--,,
S-850,SA-850-2012 (1155),7/19/2012,--,--,,
S-850,SA-850-2012R (1155),7/19/2012,B,No,,C
S-850,SA-850-2017,6/27/2017,--,--,,
S-850,SA-850-2017 (1666),6/27/2017,--,--,,
S-850,SA-850-2017R (1666),6/27/2017,--,--,,
S-850,1677,8/23/2007,B,Yes,View,B
S-850,2559,8/8/2017,B,No,View,C
S-850,2651,8/9/2018,B,Yes,,A
S-851,1694,9/13/2007,A,No,View,C
S-851,2177,9/16/2010,A,No,View,B
S-852,1695,9/13/2007,A,No,View,C
S-852,1776,9/16/2008,A,No,,NA
S-852,2178,9/16/2010,A,No,View,B
S-853,1696,9/13/2007,A,No,View,B
S-854,1704,9/6/2007,AA,No,View,NA
S-854,2069,9/1/2011,AA,No,View,B
S-854,2413,9/8/2015,AA,Yes,View,A
S-854,2607,9/13/2017,AA,Yes,View,A
S-855,1705,9/5/2007,AA,Indeterminate,View,I
S-855,1889,9/3/2009,AA,No,View,B
S-855,2072,9/6/2011,AA,No,View,B
S-855,2414,9/10/2015,AA,No,View,B
S-855,2605,9/8/2017,AA,Indeterminate,View,I
S-856,SA-856-2008,6/24/2008,--,--,Report,
S-856,SA-856-2008R (734),6/24/2008,B,No,,C
S-856,1748,8/21/2008,B,No,View,C
S-857,SA-857-2008,6/24/2008,--,--,Report,
S-857,SA-857-2008R (735),6/24/2008,B,No,,NA
S-857,SA-857-2013,6/27/2013,--,--,,
S-857,SA-857-2013R (1337),6/27/2013,B,No,,C
S-857,SA-857-2018,6/25/2018,--,--,,
S-857,SA-857-2018R (1738),6/25/2018,--,--,,
S-857,1749,8/21/2008,B,No,View,NA
S-857,2188,8/6/2013,B,No,View,NA
S-857,2644,8/7/2018,B,No,,NA
S-858,SA-858-2008,7/1/2008,--,--,Report,
S-858,SA-858-2008R (741),7/1/2008,B,Yes,,B
S-858,SA-858-2013,7/8/2013,--,--,,
S-858,SA-858-2013R (1342),7/8/2013,B,Yes,,B
S-858,SA-858-2018,7/17/2018,--,--,,
S-858,SA-858-2018 (1763),7/17/2018,--,--,,
S-858,SA-858-2018R (1763),7/17/2018,--,--,,
S-859,SA-859-2008,7/1/2008,--,--,Report,
S-859,SA-859-2008C (743),7/1/2008,--,--,,
S-859,SA-859-2008R (742),7/1/2008,B,Yes,,B
S-859,SA-859-2013,7/8/2013,--,--,,
S-859,SA-859-2013C (1344),7/8/2013,--,--,,
S-859,SA-859-2013L (1343),7/8/2013,B,Yes,,B
S-859,2205,8/15/2013,B,Yes,Report,B
S-860,SA-860-2008,7/2/2008,--,--,Report,
S-860,SA-860-2008R (746),7/2/2008,B,Yes,,A
S-860,SA-860-2013,6/20/2013,--,--,,
S-860,SA-860-2013R (1327),6/20/2013,B,Yes,,A
S-860,SA-860-2018,7/11/2018,--,--,,
S-860,SA-860-2018 (1754),7/11/2018,--,--,,
S-860,SA-860-2018R (1754),7/11/2018,--,--,,
S-860,1733,8/18/2008,B,Yes,View,A
S-860,2207,8/19/2013,B,Yes,View,A
S-860,2665,8/16/2018,B,No,,C
S-860,2666,8/16/2018,B,No,,C
S-861,SA-861-2008,7/2/2008,--,--,Report,
S-861,SA-861-2008R (745),7/2/2008,A,Yes,,A
S-861,SA-861-2013,7/9/2013,--,--,,
S-861,SA-861-2013 (1347),7/9/2013,--,--,,
S-861,SA-861-2013R (1347),7/9/2013,--,--,,
S-861,SA-861-2018,7/11/2018,--,--,,
S-861,SA-861-2018R (1753),7/11/2018,--,--,,
S-862,SA-862-2008,7/8/2008,--,--,Report,
S-862,SA-862-2008C (755),7/8/2008,--,--,,
S-862,SA-862-2008R (752),7/8/2008,B,Yes,,B
S-862,SA-862-2015,7/14/2015,--,--,,
S-862,SA-862-2015R (1531),7/14/2015,B,No,,C
S-863,SA-863-2008,7/8/2008,--,--,Report,
S-863,SA-863-2008R (753),7/8/2008,B,Yes,,B
S-863,1709,8/8/2008,B,No,Report,C
S-863,2393,8/25/2015,B,No,View,C
S-864,SA-864-2008,7/21/2008,--,--,Report,
S-864,SA-864-2008R (767),7/21/2008,A,No,,B
S-864,SA-864-2013,6/20/2013,--,--,,
S-864,SA-864-2013R (1328),6/20/2013,A,Yes,,A
S-864,SA-864-2018,7/23/2018,--,--,,
S-864,SA-864-2018 (1767),7/23/2018,--,--,,
S-864,SA-864-2018R (1767),7/23/2018,--,--,,
S-865,SA-865-2008,7/22/2008,--,--,Report,
S-865,SA-865-2008R (769),7/22/2008,A,Yes,,A
S-865,SA-865-2018,6/19/2018,--,--,,
S-865,SA-865-2018R (1731),6/19/2018,--,--,,
S-866,SA-866-2008,7/30/2008,--,--,Report,
S-866,SA-866-2008R (772),7/30/2008,AA,Yes,,A
S-866,SA-866-2013,7/15/2013,--,--,,
S-866,SA-866-2013R (1354),7/15/2013,AA,Yes,,A
S-866,1742,8/20/2008,AA,Yes,View,A
S-866,2214,8/21/2013,AA,Yes,View,A
S-866,2681,8/28/2018,AA,No,,B
S-867,SA-867-2008,7/8/2008,--,--,Report,
S-867,SA-867-2008C (756),7/8/2008,--,--,,
S-867,SA-867-2008L (754),7/8/2008,--,--,,
S-867,1710,8/8/2008,B,Yes,Report,A
S-868,1718,8/12/2008,AA,Yes,View,A
S-868,2199,8/14/2013,AA,Yes,View,A
S-868,2685,8/29/2018,AA,Yes,,A
S-869,SA-869-2012,6/20/2012,--,--,Report,
S-869,SA-869-2012 (1134),6/20/2012,--,--,,
S-869,SA-869-2012R (1134),6/20/2012,A,Yes,,A
S-869,SA-869-2017,7/18/2017,--,--,,
S-869,SA-869-2017 (1689),7/18/2017,--,--,,
S-869,SA-869-2017R (1689),7/18/2017,--,--,,
S-869,1730,8/15/2008,A,No,View,B
S-869,2132,8/23/2012,A,Yes,View,A
S-869,2586,8/23/2017,A,Yes,View,A
S-870,SA-870-2012,6/20/2012,--,--,Report,
S-870,SA-870-2012 (1137),6/20/2012,--,--,,
S-870,SA-870-2012R (1137),6/20/2012,A,Yes,,A
S-870,1731,8/15/2008,A,Yes,View,A
S-870,2131,8/23/2012,A,Indeterminate,View,I
S-871,SA-871-2013,7/16/2013,--,--,Report,
S-871,SA-871-2013 (1358),7/16/2013,--,--,,
S-871,SA-871-2013R (1358),7/16/2013,A,Yes,,A
S-871,SA-871-2018,7/25/2018,--,--,,
S-871,SA-871-2018 (1774),7/25/2018,--,--,,
