Station Number,Station,Town,County,Major Drainage,Site Type,Sample Type,Latitude,Longitude
S-424,FISH BROOK - STATION 424,FAIRFIELD,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.61076412,-69.64636456
S-425,MILL STREAM - STATION 425,EMBDEN,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,44.91270400,-69.94033700
S-425,MILL STREAM - STATION 425,EMBDEN,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.91270424,-69.94033700
S-426,MILL STREAM - STATION 426,EMBDEN,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,44.90761679,-69.93666214
S-426,MILL STREAM - STATION 426,EMBDEN,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.90761679,-69.93666214
S-427,PASSAGASSAWAKEAG RIVER - STATION 427,WALDO,WALDO,MAINE COASTAL,STREAM/RIVER BIOMONITORING,ALGAE,44.48404359,-69.11454573
S-427,PASSAGASSAWAKEAG RIVER - STATION 427,WALDO,WALDO,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.48404359,-69.11454573
S-428,PASSAGASSAWAKEAG RIVER - STATION 428,WALDO,WALDO,MAINE COASTAL,STREAM/RIVER BIOMONITORING,ALGAE,44.46555355,-69.11427503
S-428,PASSAGASSAWAKEAG RIVER - STATION 428,WALDO,WALDO,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.46555355,-69.11427503
S-429,PASSAGASSAWAKEAG RIVER - STATION 429,WALDO,WALDO,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.45801462,-69.11720339
S-430,PASSAGASSAWAKEAG RIVER - STATION 430,BELFAST,WALDO,MAINE COASTAL,STREAM/RIVER BIOMONITORING,ALGAE,44.42891195,-69.09327803
S-430,PASSAGASSAWAKEAG RIVER - STATION 430,BELFAST,WALDO,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.42891195,-69.09327803
S-431,PASSAGASSAWAKEAG RIVER - STATION 431,BELFAST,WALDO,MAINE COASTAL,STREAM/RIVER BIOMONITORING,ALGAE,44.43786020,-69.07505293
S-431,PASSAGASSAWAKEAG RIVER - STATION 431,BELFAST,WALDO,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.43786020,-69.07505293
S-432,STEVENS BROOK - STATION 432,WELLS,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.28926400,-70.61817700
S-433,STEVENS BROOK - STATION 433,WELLS,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.28906800,-70.61619200
S-434,CASCADE BROOK - STATION 434,SACO,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.55083197,-70.43651329
S-435,CASCADE BROOK - STATION 435,SACO,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.54784752,-70.43015908
S-436,MERRILAND RIVER - STATION 436,WELLS,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.35954808,-70.60891514
S-437,MERRILAND RIVER - STATION 437,WELLS,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.34926980,-70.57916713
S-438,WEBHANNET RIVER - STATION 438,WELLS,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.30109646,-70.59424400
S-439,GREAT WORKS RIVER - STATION 439,NORTH BERWICK,YORK,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.31692010,-70.73987927
S-439,GREAT WORKS RIVER - STATION 439,NORTH BERWICK,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.31692010,-70.73987927
S-440,LITTLE RIVER - STATION 440,LEBANON,YORK,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.40579136,-70.85067776
S-440,LITTLE RIVER - STATION 440,LEBANON,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.40579136,-70.85067776
S-442,MEADOW BROOK - STATION 442,PHILLIPS,FRANKLIN,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.87856435,-70.40528996
S-443,MEADOW BROOK - STATION 443,PHILLIPS,FRANKLIN,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.87451145,-70.39951387
S-444,SUNDAY RIVER - STATION 444,NEWRY,OXFORD,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.49175444,-70.84464905
S-445,BROWN BROOK - STATION 445,LIMERICK,YORK,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.69559980,-70.78407029
S-445,BROWN BROOK - STATION 445,LIMERICK,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.69559980,-70.78407029
S-446,LITTLE OSSIPEE RIVER - STATION 446,LIMINGTON,YORK,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.68879294,-70.66917527
S-446,LITTLE OSSIPEE RIVER - STATION 446,LIMINGTON,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.68879294,-70.66917527
S-447,LITTLE OSSIPEE RIVER - STATION 447,LIMERICK,YORK,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.65387977,-70.79058378
S-447,LITTLE OSSIPEE RIVER - STATION 447,LIMERICK,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.65387977,-70.79058378
S-448,MILE BROOK - STATION 448,CASCO,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,ALGAE,44.01233400,-70.52900700
S-448,MILE BROOK - STATION 448,CASCO,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.01233400,-70.52900700
S-449,MILE BROOK - STATION 449,CASCO,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.00889124,-70.52474601
S-450,THACHER BROOK - STATION 450,ARUNDEL,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.46532865,-70.51091272
S-451,THACHER BROOK - STATION 451,BIDDEFORD,YORK,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.48920477,-70.48199828
S-451,THACHER BROOK - STATION 451,BIDDEFORD,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.48920477,-70.48199828
S-452,WEST BROOK - STATION 452,BIDDEFORD,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.48247889,-70.44246061
S-453,BRANCH BROOK - STATION 453,KENNEBUNK,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.38543302,-70.61241101
S-454,TROUT BROOK - STATION 454,SOUTH PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.62958452,-70.24920719
S-455,MARSHALL BROOK - STATION 455,SOUTHWEST HARBOR,HANCOCK,MAINE COASTAL,STREAM/RIVER BIOMONITORING,ALGAE,44.27475915,-68.35152250
S-455,MARSHALL BROOK - STATION 455,SOUTHWEST HARBOR,HANCOCK,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.27475915,-68.35152250
S-456,PRESUMPSCOT RIVER - STATION 456,WESTBROOK,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.69069055,-70.33411404
S-457,MARE BROOK - STATION 457,BRUNSWICK,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.88195834,-69.92366580
S-458,PRETTY BROOK - STATION 458,MARS HILL,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,ALGAE,46.54383099,-67.90281568
S-458,PRETTY BROOK - STATION 458,MARS HILL,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.54383099,-67.90281568
S-459,KENNEBEC RIVER - STATION 459,SIDNEY,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.42448353,-69.70357852
S-460,KENNEBEC RIVER - STATION 460,WATERVILLE,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.53086760,-69.64594616
S-461,KENNEBEC RIVER - STATION 461,SKOWHEGAN,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.70258145,-69.63348597
S-462,PRESUMPSCOT RIVER - STATION 462,STANDISH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.83108810,-70.45112442
S-463,PEARCE BROOK - STATION 463,HOULTON,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,ALGAE,46.12521199,-67.84481285
S-463,PEARCE BROOK - STATION 463,HOULTON,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.12521199,-67.84481285
S-464,CAPTAIN AMBROSE BEAR STREAM - STATION 464,HOULTON,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,ALGAE,46.12952419,-67.84754412
S-464,CAPTAIN AMBROSE BEAR STREAM - STATION 464,HOULTON,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.12952419,-67.84754412
S-465,CAPTAIN AMBROSE BEAR STREAM - STATION 465,HAMMOND,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.20709826,-67.97896631
S-466,MOOSE BROOK - STATION 466,HOULTON,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,ALGAE,46.10928217,-67.88049571
S-466,MOOSE BROOK - STATION 466,HOULTON,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.10928217,-67.88049571
S-467,MOOSE BROOK - STATION 467,LUDLOW,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,ALGAE,46.17646068,-67.94337587
S-467,MOOSE BROOK - STATION 467,LUDLOW,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.17646068,-67.94337587
S-468,WEST BRANCH MATTAWAMKEAG RIVER - STATION 468,HAYNESVILLE,AROOSTOOK,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.84305440,-68.01663091
S-469,KENNEBUNK RIVER - STATION 469,ARUNDEL,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.45782149,-70.60511375
S-470,TANNERY BROOK - STATION 470,GORHAM,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.68645339,-70.44163589
S-471,TANNERY BROOK - STATION 471,GORHAM,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.68750502,-70.43951702
S-472,TANNERY BROOK - STATION 472,GORHAM,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.68949615,-70.43686927
S-473,TANNERY BROOK - STATION 473,GORHAM,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.69019721,-70.43628409
S-474,TANNERY BROOK - STATION 474,GORHAM,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.70135693,-70.43628090
S-474,TANNERY BROOK - STATION 474,GORHAM,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.70135693,-70.43628090
S-475,WALES POND BROOK - STATION 475,HOLLIS,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.66486804,-70.63722103
S-476,WALES POND BROOK - STATION 476,HOLLIS,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.66924859,-70.63116266
S-477,FROST GULLY BROOK - STATION 477,FREEPORT,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.86018193,-70.09315249
S-478,SPRING BROOK - STATION 478,AUGUSTA,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.36973257,-69.81934993
S-479,SHAW BROOK - STATION 479,BANGOR,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.79423181,-68.84044588
S-480,SHAW BROOK - STATION 480,HERMON,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,ALGAE,44.77960070,-68.84924336
S-480,SHAW BROOK - STATION 480,HERMON,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.77960070,-68.84924336
S-481,REEDS BROOK - STATION 481,HAMPDEN,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,ALGAE,44.73573303,-68.84015283
S-481,REEDS BROOK - STATION 481,HAMPDEN,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.73573303,-68.84015283
S-482,COLD STREAM - STATION 482,ENFIELD,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.24807899,-68.56785947
S-483,COLD STREAM - STATION 483,ENFIELD,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.24860958,-68.57048146
S-484,COLD STREAM - STATION 484,ENFIELD,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.24793413,-68.57260577
S-485,POLLARD BROOK - STATION 485,EDINBURG,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.17489478,-68.63491459
S-486,EAST BRANCH WESSERUNSETT STREAM - STATION 486,ATHENS,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,44.95674610,-69.64423539
S-486,EAST BRANCH WESSERUNSETT STREAM - STATION 486,ATHENS,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.95674610,-69.64423539
S-487,WESSERUNSETT STREAM - STATION 487,CORNVILLE,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,44.90909525,-69.66671968
S-487,WESSERUNSETT STREAM - STATION 487,CORNVILLE,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.90909525,-69.66671968
S-488,WESSERUNSETT STREAM - STATION 488,CORNVILLE,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,44.83557789,-69.65267236
S-488,WESSERUNSETT STREAM - STATION 488,CORNVILLE,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.83557789,-69.65267236
S-489,BOND BROOK - UNNAMED TRIBUTARY - STATION 489,AUGUSTA,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.32207829,-69.81335505
S-490,BOND BROOK - UNNAMED TRIBUTARY - STATION 490,AUGUSTA,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.32410182,-69.80511259
S-491,BOND BROOK - UNNAMED TRIBUTARY - STATION 491,AUGUSTA,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.32540385,-69.80621292
S-492,GRAND LAKE STREAM - STATION 492,GRAND LAKE STREAM PLT,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,ALGAE,45.17783852,-67.77547464
S-492,GRAND LAKE STREAM - STATION 492,GRAND LAKE STREAM PLT,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.17783852,-67.77547464
S-493,GRAND LAKE STREAM - STATION 493,GRAND LAKE STREAM PLT,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,ALGAE,45.17655917,-67.77239738
S-493,GRAND LAKE STREAM - STATION 493,GRAND LAKE STREAM PLT,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.17655917,-67.77239738
S-494,EAST MACHIAS RIVER - STATION 494,CRAWFORD,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,ALGAE,45.00142000,-67.61727700
S-494,EAST MACHIAS RIVER - STATION 494,CRAWFORD,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.00142000,-67.61727700
S-495,MACHIAS RIVER (DOWNEAST) - STATION 495,NORTHFIELD,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,ALGAE,44.79785071,-67.67967669
S-495,MACHIAS RIVER (DOWNEAST) - STATION 495,NORTHFIELD,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.79785071,-67.67967669
S-496,CONCORD GULLY - STATION 496,FREEPORT,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.84530069,-70.10841802
S-497,CONCORD GULLY - STATION 497,FREEPORT,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.84627515,-70.10626870
S-498,CONCORD GULLY - STATION 498,FREEPORT,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.84602557,-70.10442923
S-498,CONCORD GULLY - STATION 498,FREEPORT,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.84602557,-70.10442923
S-499,MACHIAS RIVER (DOWNEAST) - STATION 499,DAY BLOCK TWP,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,ALGAE,44.90687691,-67.83835845
S-499,MACHIAS RIVER (DOWNEAST) - STATION 499,DAY BLOCK TWP,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.90687691,-67.83835845
S-500,CROOKED RIVER - T30 MD BPP - STATION 500,T30 MD BPP,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.93078622,-67.85248254
S-501,MOPANG STREAM - STATION 501,T30 MD BPP,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,ALGAE,44.87042012,-67.94103693
S-501,MOPANG STREAM - STATION 501,T30 MD BPP,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.87042012,-67.94103693
S-502,WEST BRANCH NARRAGUAGUS RIVER - STATION 502,CHERRYFIELD,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,ALGAE,44.64489265,-67.99274442
S-502,WEST BRANCH NARRAGUAGUS RIVER - STATION 502,CHERRYFIELD,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.64489265,-67.99274442
S-503,CHANDLER RIVER - STATION 503,JONESBORO,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,ALGAE,44.66678637,-67.61389438
S-503,CHANDLER RIVER - STATION 503,JONESBORO,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.66678637,-67.61389438
S-504,GREAT FALLS BRANCH - STATION 504,DEBLOIS,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,ALGAE,44.71508265,-67.96820774
S-504,GREAT FALLS BRANCH - STATION 504,DEBLOIS,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.71508265,-67.96820774
S-505,FRENCH STREAM - STATION 505,EXETER,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,ALGAE,44.98843105,-69.08498763
S-505,FRENCH STREAM - STATION 505,EXETER,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.98843105,-69.08498763
S-506,BURNHAM BROOK - STATION 506,GARLAND,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.04338510,-69.12684589
S-507,PIPER BROOK - STATION 507,KENDUSKEAG,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,ALGAE,44.92983982,-68.96626405
S-507,PIPER BROOK - STATION 507,KENDUSKEAG,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.92983982,-68.96626405
S-508,KENDUSKEAG STREAM - STATION 508,CORINTH,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,ALGAE,44.99363232,-69.07249309
S-508,KENDUSKEAG STREAM - STATION 508,CORINTH,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.99363232,-69.07249309
S-509,CROOKED BROOK - UNNAMED TRIBUTARY - STATION 509,GARLAND,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.04786918,-69.10390861
S-510,CROOKED BROOK - STATION 510,CORINTH,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,ALGAE,44.99482900,-69.05259000
S-510,CROOKED BROOK - STATION 510,CORINTH,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.99482900,-69.05259000
S-511,PENJAJAWOC STREAM - STATION 511,BANGOR,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,ALGAE,44.83724400,-68.75037900
S-511,PENJAJAWOC STREAM - STATION 511,BANGOR,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.83724400,-68.75037900
S-512,PENJAJAWOC STREAM - STATION 512,BANGOR,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.83355479,-68.74505244
S-513,PENJAJAWOC STREAM - STATION 513,BANGOR,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,ALGAE,44.82609759,-68.73937172
S-513,PENJAJAWOC STREAM - STATION 513,BANGOR,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.82609759,-68.73937172
S-514,BOG STREAM - STATION 514,T18 MD BPP,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.74368426,-67.91438722
S-515,BOG STREAM - STATION 515,T18 MD BPP,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.74368936,-67.91517015
S-516,BOG STREAM - STATION 516,T18 MD BPP,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.74379640,-67.91597514
S-517,MOPANG STREAM - STATION 517,T24 MD BPP,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.82836918,-67.88054654
S-518,MOPANG STREAM - STATION 518,T24 MD BPP,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.82932526,-67.88322923
S-519,PLEASANT RIVER (DOWNEAST) - STATION 519,T24 MD BPP,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.79234238,-67.92319038
S-520,SAM HILL BROOK - STATION 520,T25 MD BPP,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.87742434,-67.73477213
S-521,SAM HILL BROOK - STATION 521,T25 MD BPP,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.88016122,-67.74510374
S-522,SAM HILL BROOK - STATION 522,T25 MD BPP,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.88641795,-67.74871841
S-523,PLEASANT RIVER (DOWNEAST) - STATION 523,T24 MD BPP,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.78947530,-67.92297921
S-524,PLEASANT RIVER (DOWNEAST) - STATION 524,T24 MD BPP,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.78919268,-67.92253580
S-525,CARLETON STREAM - STATION 525,BLUE HILL,HANCOCK,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.38762020,-68.62022755
S-526,CARLETON STREAM - STATION 526,BLUE HILL,HANCOCK,MAINE COASTAL,STREAM/RIVER BIOMONITORING,ALGAE,44.38061900,-68.61403700
S-526,CARLETON STREAM - STATION 526,BLUE HILL,HANCOCK,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.38061900,-68.61403700
S-528,ST CROIX RIVER - STATION 528,FOREST CITY TWP,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.66305983,-67.72873400
S-529,ST CROIX RIVER - STATION 529,VANCEBORO,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.56584750,-67.42820426
S-530,ST CROIX RIVER - STATION 530,VANCEBORO,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.54090398,-67.43034686
S-531,ST CROIX RIVER - STATION 531,BARING PLT,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.13714680,-67.31805194
S-532,ST CROIX RIVER - STATION 532,CALAIS,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.16857084,-67.29779674
S-538,ST CROIX RIVER - STATION 538,LAMBERT LAKE TWP,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.48671807,-67.50484952
S-539,ST CROIX RIVER - STATION 539,DYER TWP,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.37415002,-67.42147610
S-540,ST CROIX RIVER - STATION 540,BAILEYVILLE,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.26216951,-67.47284795
S-541,ST CROIX RIVER - STATION 541,BAILEYVILLE,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.15343690,-67.39009428
S-542,ST CROIX RIVER - STATION 542,BARING PLT,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.12599932,-67.33866897
S-543,UNNAMED BROOK (KIBBY TWP) - STATION 543,KIBBY TWP,FRANKLIN,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,45.34581276,-70.61535809
S-543,UNNAMED BROOK (KIBBY TWP) - STATION 543,KIBBY TWP,FRANKLIN,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.34581276,-70.61535809
S-544,PLEASANT RIVER (PRESUMPSCOT) - STATION 544,WINDHAM,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.79527426,-70.41864340
S-545,JOCK STREAM - STATION 545,WALES,ANDROSCOGGIN,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,44.15878370,-70.03965214
S-546,JOCK STREAM - STATION 546,WALES,ANDROSCOGGIN,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,44.16331112,-70.03296539
